,Most_Important_Issue,Avg_Satisfaction_with_previous_vote,Garden_sqr_meter_per_person_in_residancy_area,Yearly_IncomeK,Will_vote_only_large_party,Weighted_education_rank,Number_of_valued_Kneset_members,Overall_happiness_score
3728,Environment,28.28292294,272.9014693,495.7044291,No,270.30922660000004,14.0,646.5431112000001
3729,Environment,280.4568282,483.37360210000014,434.9713891,No,76.54207586,9.0,463.2096203
3730,Military,28.41476793,534.5078368,435.8204286,Maybe,95.85200363,7.0,437.7280287
3731,Education,282.7004566,499.9189203,396.7405176,No,122.4292522,,565.7753337
3732,Education,195.3627969,516.9267049,476.9362877,No,45.54786387,10.0,464.55765610000014
3733,Military,283.2328919,495.8451051,462.739786,Maybe,144.0858217,9.0,360.8772581
3734,Healthcare,61.55474938,340.24521489999995,421.5848989,No,184.1589884,11.0,452.6289797
3735,Healthcare,22.71880073,278.2489865,488.9410359,No,,11.0,624.6841196
3736,Environment,30.30159884,695.9412715,640.9977113,No,241.84395240000003,10.0,485.33163719999993
3737,Education,66.04231229,418.2081218,355.0081282,No,167.58033989999996,14.0,519.2513923
3738,Financial,68.70341477,360.8499166,433.5196721,No,170.57069009999995,8.0,572.8833357999998
3739,Education,211.428535,367.9542068,390.8055498,No,171.41447380000002,15.0,495.1624
3740,Financial,160.7059128,266.0596019,484.7716232,No,260.6141151,12.0,613.8406942
3741,Healthcare,149.9113092,292.19225,398.7870405,No,242.2697873,7.0,427.4291676
3742,Foreign_Affairs,121.1460165,481.2009216,455.558119,Maybe,112.6556814,10.0,398.2020805
3743,Healthcare,164.72623069999997,394.605951,493.2112707,No,114.0783919,12.0,456.8735917
3744,Environment,266.384813,671.0521402,632.6765985000002,No,216.7311064,10.0,489.4900989
3745,Social,630.2271288,374.9503444,227.2419599,Yes,303.9241496,13.0,451.6727418
3746,Healthcare,385.7795333,478.8472929,413.3059941,Yes,103.1155111,13.0,448.332593
3747,Education,344.5362581,195.7221991,43.62105039,Yes,583.8895835,15.0,299.849257
3748,Environment,129.7338799,416.7268563,379.0466369,No,150.78975390000005,12.0,534.2551802
3749,Financial,538.0348826000002,240.8313664,703.1384194,Yes,370.6671954,11.0,329.8219414
3750,Healthcare,240.353287,369.7778636000001,442.32335480000006,No,142.4367117,9.0,498.0463806
3751,Financial,39.40309508,528.4906593999998,415.6724384,No,110.5160991,7.0,434.494635
3752,Social,54.29896539,411.7119001,425.14755650000006,No,157.237069,12.0,
3753,Healthcare,364.7023605,477.1003491,473.5142135,Yes,63.77384658,12.0,446.6969737
3754,Environment,118.596523,447.7387255,454.274292,No,97.38248876,13.0,431.726521
3755,Foreign_Affairs,55.9639309,451.8001834,361.9093155,Maybe,147.5289365,10.0,480.6990251
3756,Other,103.0558698,469.6682849,339.7786116000001,Maybe,180.0573919,7.0,423.6471473
3757,Military,35.52191214,375.3626582,520.0456186000001,Maybe,140.32912109999998,6.0,438.7140437
3758,Social,424.7929481000001,747.1575002999998,478.4185037,Yes,295.2282632,9.0,339.9777001
3759,Social,288.7250637,520.7634945,452.8791384,No,66.37969015,7.0,458.1100852
3760,Social,44.38998832,304.8179702,313.0765924,No,271.16734080000003,7.0,522.2562722
3761,Education,64.67996975,712.6332234,659.6167929,No,266.2155782,9.0,513.4285445
3762,Healthcare,373.0253016,306.0415531000001,189.4953305,Yes,,12.0,176.4878142
3763,Financial,118.1129221,350.7139517,406.221486,No,190.1406804,6.0,428.77679860000006
3764,Social,477.0221931,531.4604768,501.1829113,Yes,31.57458797,9.0,497.5929846
3765,Education,349.2732266000001,476.2044058,452.5143546,Yes,75.84497004,16.0,445.8581247
3766,Education,359.8039259,652.2117789,544.8077272999999,Yes,172.26252209999996,16.0,567.0687591
3767,Social,91.78022483,462.79756860000015,432.3911144,No,98.98640937,6.0,438.0054282
3768,Healthcare,524.8393277,72.27689776,564.5132103,Yes,435.2919909,14.0,548.6837843999998
3769,Education,115.5625011,493.4972813,430.9515867,No,95.68587974,10.0,434.0771751
3770,Environment,429.8996142,671.9575477000002,338.8987695,Yes,504.8870562,11.0,53.4712385
3771,Environment,177.5319449,421.1480924,431.7744883,No,140.37441830000003,11.0,593.9820915
3772,Social,53.79378789,300.6124526,370.0864883,No,259.16767450000003,7.0,397.3600033
3773,Environment,202.9451825,308.6542381,352.7275005,No,241.8466258,10.0,513.6894378000002
3774,Foreign_Affairs,133.8669708,504.8177773,386.1466009,Maybe,135.2026872,9.0,427.2404016
3775,Financial,52.54280501,346.32544900000005,418.0877047,No,185.704784,5.0,435.49593
3776,Education,232.9558351,285.1971015000001,524.1036727,No,264.0748427,14.0,651.7044834
3777,Financial,362.88958,537.2806232,496.57476889999987,Yes,37.56104768,10.0,503.0422403
3778,Military,145.4166874,380.943237,377.1708766,Maybe,209.4748173,6.0,379.0942817
3779,Healthcare,210.1168082,270.426348,486.7341626,No,241.4021776,13.0,573.4504406000002
3780,Foreign_Affairs,159.5666965,372.705813,390.018695,Maybe,171.0553499,10.0,469.01233719999993
3781,Environment,77.68957789,500.0582924,465.33010819999987,No,40.78648336,,478.51669410000005
3782,Healthcare,129.6099059,426.9139354,386.3712749,No,152.765077,10.0,428.6970635
3783,Environment,-47.73189124,552.205694,258.2777004,Yes,331.2233242000001,15.0,720.3492362000002
3784,Foreign_Affairs,258.6427566,388.9667855,452.43322300000005,Maybe,160.21328119999995,7.0,394.7511402
3785,,224.65022180000003,289.4427415,378.3635155,No,249.5007529,6.0,555.8644097
3786,Financial,720.1428424,590.0094051,531.080821,Yes,199.1140767,,325.1323211
3787,Education,43.74100935,493.79000650000006,452.5722475,No,48.54775783,14.0,508.302353
3788,Social,522.2617577,65.19481396,674.0155738,Yes,491.3007989,9.0,351.5429177
3789,Financial,109.2300164,551.4187923999998,474.7769189,No,64.6872603,6.0,469.9276603
3790,Healthcare,376.4711303,577.7582021000002,348.3827737,Yes,216.3976856,12.0,366.606458
3791,Healthcare,217.06968030000004,302.1592668,527.6919485000002,No,243.7672094,13.0,639.6948555
3792,Education,82.7161093,376.3706845,437.3648004,No,142.278352,12.0,467.8168742
3793,Financial,204.8182576,,399.85294460000006,No,187.1879289,6.0,423.08632760000006
3794,Healthcare,559.7388539,644.9909207999998,537.5454578,Yes,175.4779868,13.0,408.5642557
3795,Healthcare,696.5305315,531.9936811000001,494.7944285,Yes,32.47049843,13.0,498.0922103
3796,Social,141.0706523,418.5604707,416.7735175,No,116.7828617,12.0,491.1009853
3797,Education,154.6125282,497.7529303,455.6298319,No,66.75513668,10.0,
3798,Foreign_Affairs,180.1746247,365.2538315,,Maybe,172.8457575,9.0,408.55953
3799,Education,301.7612713,273.3227922,512.1448575000002,No,268.1537487,15.0,642.7458539
3800,Social,138.877981,326.2935856000001,390.55429110000006,No,229.2762821,6.0,397.9444665
3801,Other,81.91388591,383.1156486,405.8878005,Maybe,152.1201028,11.0,475.0707405
3802,Financial,244.0523894,494.5422849,397.1095591,No,123.34378429999998,7.0,432.1954305
3803,Environment,333.57550939999993,508.4293435,484.6494898,No,21.69082419,9.0,512.7984318
3804,Financial,254.4829701,440.4619983,451.9366004,No,79.64218569,8.0,522.0910326000002
3805,Military,51.00630677,501.1215489,407.0972962,Maybe,113.1543185,9.0,435.4110725
3806,Financial,123.22759340000002,416.0608642,490.6645805,No,94.63011033,12.0,457.3159373
3807,Social,86.33196778,396.4140298,455.8319386,No,117.5908863,12.0,466.1363665
3808,Social,77.57162411,502.2392636,469.3739861,No,33.98514714,6.0,485.4389836
3809,Financial,213.7872671,366.9295861,406.7045475,No,171.2919176,11.0,445.8784284
3810,Education,347.0293999,245.0908003,298.3488972,Yes,339.5186956,12.0,598.1380525000002
3811,Environment,163.13496630000003,264.2810416,480.3504746,No,278.5273211,12.0,647.0643987999998
3812,Financial,88.68744053,476.7874364,438.6831657,No,79.88695904,7.0,454.3562824
3813,Social,348.11291810000006,536.7580104,586.9299225,Yes,135.0003504,10.0,596.5252912999998
3814,Education,166.364868,414.6149744,415.5542309,No,133.6359215,13.0,
3815,Financial,-45.96335314,523.019918,539.2424756,Yes,119.9227178,9.0,389.0424868
3816,Military,132.75486270000002,505.11184,393.3119356,Maybe,124.3789669,5.0,436.2688975
3817,Healthcare,159.67818400000004,441.3352137,468.723905,No,71.08627792,10.0,474.8304222
3818,Environment,238.0817225,265.6782504,495.78454810000005,No,277.9239549,15.0,649.3896661
3819,Social,57.25651453,455.8995028,376.4874229,No,134.7108589,12.0,469.2298045
3820,Education,357.8419140000001,752.8807706,667.5351011,Yes,357.5593117,16.0,310.7066637000001
3821,Healthcare,49.41380705,712.7083475,651.5208097999998,,263.2174819,9.0,532.8640508000002
3822,Education,136.7180863,692.6443486000002,662.4791551,No,252.7858591,11.0,519.7324518999999
3823,Healthcare,87.59051037,255.4634974,483.5680067,No,,13.0,647.5809664
3824,Environment,522.6473591,497.00835639999985,452.9130412,Yes,58.54657265,11.0,465.3363368
3825,Healthcare,19.75186646,248.0428226,361.4652579,No,309.3768077000001,7.0,385.8084278
3826,Education,222.3264884,706.4644095,652.0739136,No,256.6586191,11.0,510.9370541
3827,Environment,151.6798654,317.9648034,369.060014,No,249.6146322,8.0,390.3397435
3828,Financial,422.4241706,469.83143600000005,412.7769777,Yes,110.14107659999998,10.0,439.8912745
3829,Education,147.7287824,364.1583989,412.1178267,No,162.1001116,14.0,489.9885455
3830,Environment,142.10165669999995,289.7048102,501.8953733,No,243.3465192,15.0,622.4331211
3831,Education,123.79300790000002,693.3381801,650.4689117,No,245.5315604,9.0,483.7149802
3832,Military,52.53084393,325.1855871,424.64620539999993,Maybe,190.46664630000004,5.0,493.7334197
3833,Healthcare,279.95788910000005,421.1407743,441.8513774000001,No,105.6386068,10.0,539.4901945
3834,Financial,68.48217335,329.4669312,535.6498633,No,251.1640268,10.0,680.9169092
3835,Military,55.03478439,457.8821572,338.2897866,Maybe,168.68385980000005,9.0,476.975258
3836,Healthcare,93.65390471,431.3607387,468.08299860000005,No,99.6467132,10.0,435.197035
3837,Foreign_Affairs,251.9038643,407.8151116,484.3851883,Maybe,154.7629759,9.0,376.6723764
3838,Healthcare,97.63172263,270.4105474,514.1573139,No,257.7420391,11.0,616.2721481000002
3839,Education,,338.2595029,415.8689201,No,201.789222,10.0,413.5080172
3840,Environment,144.4501385,482.9423119,456.8729234,No,48.28976184,8.0,486.5466867
3841,Financial,222.9256861,315.7547876000001,394.8236262,No,230.4169232,5.0,410.0912094
3842,Healthcare,79.52116393,346.093001,399.9469619,No,,7.0,410.4311782
3843,Environment,436.8354841,133.5706584,52.14863247,Yes,599.5695549,15.0,656.9787928999998
3844,Healthcare,40.34491075,357.9342828,397.6685608,No,184.0854812,7.0,556.8601173
3845,Education,329.3773618,437.3995202,458.6671449,No,110.7616842,14.0,418.5081248
3846,Education,365.8404505,430.7219602,507.8356612,Yes,119.23401909999998,16.0,403.2740628
3847,Social,18.69715133,,411.6039153,No,,13.0,453.387192
3848,Other,108.1978852,468.2498259,376.1690599,Maybe,128.1039337,9.0,508.2730013
3849,Social,685.7662427,465.5447753,435.6851271000001,Yes,97.13508194,11.0,435.8777827
3850,Education,373.0773336,524.0559536999998,351.3655622,Yes,207.226119,15.0,642.3789991
3851,Environment,-14.5006393,269.7450375,615.3791545,Yes,271.46085939999995,15.0,414.2019749
3852,Environment,476.98465360000006,578.0439807,134.88591430000002,Yes,383.4292112,15.0,412.7142537
3853,Financial,131.7701499,,446.63076510000013,No,68.31020542,7.0,458.5117668
3854,Education,388.1841489,169.9125866,635.9344142000001,Yes,415.1340845,13.0,711.8972454
3855,Social,472.2945876,477.5301091,704.7627842,Yes,352.4828595,9.0,213.9729515
3856,Education,28.99053902,439.1659852,413.25199360000005,No,123.5126494,13.0,563.4774022
3857,Education,157.75260580000003,422.40876789999993,392.4795814,No,138.4573248,12.0,539.867168
3858,Environment,39.08692312,466.49948539999986,433.0808097,No,94.88766964,12.0,558.3370151
3859,Other,96.80409477,416.8657065,369.8192966,Maybe,154.7703775,11.0,490.2253656
3860,Healthcare,222.42908280000003,,427.65770989999993,No,174.55539419999997,13.0,397.8525549
3861,Environment,436.8607294,637.5967783,337.9217166,Yes,233.8780914,13.0,402.5488928
3862,Education,16.4688823,321.2215614,433.1783889,No,193.7062572,12.0,533.0946561000002
3863,Healthcare,268.0244094,398.0986038,414.6046273,No,134.5466131,13.0,520.6525266
3864,Foreign_Affairs,102.8467507,423.8206041,395.8253897,Maybe,133.0489119,6.0,532.3475371999998
3865,Education,76.42146893,495.10954110000006,478.377413,No,37.69075597,9.0,469.5181984
3866,Financial,463.8137483,232.9518829,347.7770239,Yes,307.9938941000001,10.0,519.3315150000002
3867,Healthcare,69.30381857,378.9644659,397.3454655,No,168.16003590000003,11.0,444.41003960000006
3868,Social,94.88550586,481.46873,444.5360176,No,85.27382442,6.0,437.9358089
3869,Environment,133.0365476,292.4602558,519.5027343,No,263.0164216,15.0,660.3887027000002
3870,Environment,65.26849628,330.8969489,379.0873197,No,222.041477,9.0,421.9826983
3871,Social,200.0903499,496.397035,438.3773166,No,69.60239822,7.0,467.8416826
3872,Education,257.3452831,307.4908883,378.7495043,No,246.9025512,10.0,404.0863462
3873,Healthcare,95.38432932,433.3900363,428.0927382,No,102.5171006,13.0,530.0368831000002
3874,Social,429.1997693,422.7749257,395.4763892,Yes,472.6224973,11.0,45.59585431
3875,Environment,731.7043504,528.5881628000002,504.1809228,Yes,29.33829137,11.0,494.9037097
3876,Foreign_Affairs,225.2209279,525.6270472,489.0644121,Maybe,70.26918328,6.0,435.49088830000005
3877,Social,318.5137753,316.5353049,517.4286933999998,No,247.6245749,,665.3930966
3878,Environment,476.1672289,45.14699788,244.23983360000003,Yes,546.6106778,14.0,662.722822
3879,Environment,154.51553,479.917926,446.9228221,No,86.7032032,8.0,434.4487305
3880,Social,185.3471866,484.6204813,471.32592760000006,No,33.98493171,8.0,490.1896199
3881,Military,297.35805739999995,368.5048984,458.7753763,Maybe,139.4654166,6.0,521.4515991999998
3882,Environment,93.46897836,269.7156177,345.1994198000001,No,278.6447272,10.0,525.4709177
3883,Financial,62.55548847,319.9443911,540.3011851,No,234.1224239,11.0,644.1148900000002
3884,Social,94.55627715,405.2701759,387.6194668,No,159.17488909999997,9.0,438.897451
3885,Healthcare,285.4861131,362.8703745,371.5966651,No,201.2241025,10.0,427.8945992
3886,Social,533.2563187,493.7738247,437.2611246,Yes,73.45491228,9.0,462.3079267
3887,Healthcare,46.15198499,399.1599198,452.27274960000005,No,111.9334872,12.0,490.917414
3888,Education,127.9638716,364.9057142,406.7861249,No,164.880965,15.0,484.30159060000005
3889,Healthcare,39.29353847,438.0818188,449.7957152,No,80.17196748,14.0,491.4435412
3890,Social,73.65092039,256.3845082,455.2043556,No,277.6125292,9.0,625.3537347
3891,Healthcare,333.5405742,722.2969971,673.2094764,No,282.0675877,9.0,512.0269036999998
3892,Environment,19.49686622,478.4094705,489.08225760000005,No,117.2495591,12.0,614.7262439
3893,Social,499.4547554,91.94445357,,Yes,449.7681431,,330.3247331
3894,Social,198.4052801,280.7090057,500.00655030000013,No,258.0473985,13.0,636.0144097
3895,Environment,154.2114971,671.6632399,643.0504815,No,226.1386882,8.0,465.2581215
3896,Other,158.7977776,346.9475834,480.2034674,Maybe,154.4511,9.0,493.8196006
3897,Social,78.18168604,532.4262386,479.2049164,No,39.63966648,7.0,490.6508446
3898,Social,166.18307230000005,470.946443,392.957744,No,113.4336061,10.0,523.7703438
3899,Education,101.2992201,471.4095494,444.9140449,No,66.57890176,11.0,475.8986754
3900,Environment,56.37878594,297.4020343,355.35245239999995,No,280.9534384,9.0,369.7464557
3901,Environment,183.2012766,484.04794060000006,433.3392374,No,74.99458792,9.0,469.568721
3902,Foreign_Affairs,172.04957219999997,530.2589905,496.931599,Maybe,78.77826608,8.0,427.3295547
3903,Environment,42.23821747,510.4010205,447.757308,No,58.97082809,8.0,474.7002278
3904,Education,97.96309789,318.4536571000001,391.7060666,No,217.9421701,11.0,446.9703965
3905,Social,112.63471090000002,343.6474803000001,436.0449079,No,170.2859789,12.0,521.4697552
3906,Financial,114.5674483,329.9960904,402.9255681,No,212.9627978,6.0,416.1645741
3907,Education,171.5401442,401.3971214,558.5437699,No,160.56462109999995,16.0,612.3881528
3908,Environment,72.26169896,397.0389503,330.50105,No,198.3294533,13.0,498.0764025
3909,Social,170.05209140000005,516.9600567,474.1022738,No,38.13768792,7.0,477.7256315
3910,Healthcare,161.12306909999995,375.4454634,437.0332863,No,157.0881422,12.0,572.0974672
3911,Financial,154.1612919,438.126789,483.5691932,No,94.89990152,9.0,570.0551615
3912,Education,456.7088636,414.4564818,195.0758239,Yes,567.9420094999998,16.0,28.55363035
3913,Healthcare,,482.0697195,477.29342750000006,No,33.29229845,8.0,483.5290030000001
3914,Military,339.1942033,374.564764,380.7318774,Maybe,213.6461134,6.0,374.7571228
3915,Environment,648.0323166000002,460.48822419999993,87.56805131,Yes,624.7909685,13.0,32.34365008
3916,Environment,148.48320180000005,303.5677744,531.6211419,No,240.8376907,12.0,635.71027
3917,Environment,513.005716,545.2992987000001,541.5068187999998,Yes,107.2670996,11.0,412.0716873
3918,Education,112.3446597,487.238553,428.3803807,No,100.0745636,9.0,431.2781412
3919,Education,151.9747763,315.8384715,558.4440605000002,No,265.93639410000003,16.0,682.7320139999998
3920,Healthcare,345.6426189,653.7427240000002,537.5232735000002,Yes,211.6134356,13.0,359.5171722
3921,Healthcare,15.0224719,701.2945887,653.3051714,No,253.0485572,7.0,496.596279
3922,Environment,466.6095015,410.2768062,353.2318739,Yes,491.2232219,13.0,39.88140727
3923,Environment,53.14526292,313.9400199,387.8408661,No,239.8349181,9.0,398.3988169
3924,Education,132.2663612,325.2716397,372.1094235,No,239.704631,9.0,397.1782577
3925,Healthcare,62.48960135,496.0458179,428.28187750000006,No,73.60089711,12.0,483.9386362
3926,Social,381.2852275,639.9552216,349.2985238,Yes,249.7570744,9.0,358.2953874
3927,Education,722.4359446000002,449.9509989,469.9075132,Yes,98.0186559,15.0,421.2777247
3928,Military,271.99499039999995,448.2496664,329.4320581,Maybe,183.590977,5.0,456.0212894
3929,Financial,26.7712794,324.7629143000001,391.4016804,No,207.8952218,5.0,473.1897034
3930,Healthcare,215.3276676,345.9414978000001,377.9818912,No,201.2017826,13.0,543.1244289
3931,Other,79.51250451,421.30264010000013,342.2324514,Maybe,185.8745813,9.0,441.1316203
3932,Financial,301.6021443,717.2304835,662.4463193,No,271.5937765,5.0,486.3878788
3933,Other,162.2941872,471.3725388,346.7798523,Maybe,200.7034395,9.0,373.5645405
3934,Social,47.05062905,363.7549347,392.9009239,No,192.8616076,12.0,415.3674427
3935,Foreign_Affairs,334.55893210000005,503.4576964,535.9162165,Maybe,72.55868143,7.0,437.0489716
3936,Environment,159.04935369999995,438.4063589,,No,90.6023067,11.0,463.5575502
3937,Social,197.0272653,509.2571919,431.7135005,No,86.55661341,7.0,447.6234241
3938,Other,81.92974866,342.5959965,446.7814978,Maybe,184.9364372,8.0,418.8011299
3939,Other,127.2263182,530.6331083,404.11636410000006,Maybe,101.8364602,9.0,484.5531341
3940,Military,57.01137449,425.8382852,404.6535928,Maybe,166.9841386,8.0,384.7055715
3941,Education,89.73435277,351.449551,410.7494798,No,199.7514178,9.0,400.663513
3942,Environment,503.3893091,,349.8127416000001,Yes,206.1305324,11.0,611.4832624
3943,Social,273.6780211,430.5543587,,No,204.4893215,9.0,607.67988
3944,Financial,75.03453139,462.5071728,,No,171.8220986,12.0,423.6486817
3945,Environment,74.84394816,323.0780175,390.0238506,No,228.3968519,9.0,406.3571647
3946,Social,121.5935826,431.3819596,463.2601826,No,84.79765801,10.0,466.3489501
3947,Environment,95.1264263,343.5224029,404.5369566,No,192.6210006,13.0,440.8018683
3948,Education,46.7710047,523.1607576,411.0859894,No,100.9742948,10.0,458.1229629
3949,Financial,96.02099882,445.9706062,439.6301535,No,81.49866714,9.0,491.14906900000005
3950,Financial,49.85520937,297.2005421,,No,271.79645330000005,5.0,374.4460624
3951,Healthcare,170.14049680000005,718.0137065,672.6851684,No,278.2097128,9.0,492.8936181
3952,Education,19.87086971,308.3561332,,No,248.2212332,10.0,402.3346764
3953,Financial,39.50143695,430.6459594,454.4439831,No,101.7920205,10.0,558.9600017999999
3954,Foreign_Affairs,180.6858235,434.3905359,349.6359897,Maybe,167.56745690000002,10.0,465.8691455
3955,Environment,76.63894887,377.0244473,471.6546641,No,126.6212475,12.0,489.6803256
3956,Social,574.0671656000002,315.6476339,496.6995795,Yes,195.4382434,12.0,564.8029267999998
3957,Education,258.4112874,470.60923330000014,446.3626898,No,85.37188865,10.0,440.4384255
3958,Foreign_Affairs,229.9033489,,417.1889382,Maybe,117.1078447,6.0,
3959,Education,492.45360260000007,509.39972019999993,437.5396173,Yes,67.24215471,15.0,476.9380569
3960,Environment,215.9094117,338.8417535000001,382.4596231,No,215.730751,9.0,417.8292247
3961,Financial,42.54563555,355.4676771,347.9035034,No,213.8160377,10.0,458.8373791
3962,Financial,648.6414896000001,568.0448402000002,381.5191716,Yes,319.6382813,10.0,211.0349088
3963,Environment,107.711959,526.5385441000002,379.8345549,No,132.1878036,13.0,451.7342058
3964,Education,71.80120722,328.6010629,358.7495776,No,247.3441098,10.0,391.14307
3965,Environment,499.4320709,136.3754403,100.9288418,Yes,565.4563045,14.0,331.8922295
3966,Foreign_Affairs,280.9743432,437.5989917,413.0438662,Maybe,108.4015712,10.0,482.80565189999993
3967,Financial,52.66807959,447.1131961,391.2591827,No,137.287545,9.0,565.0099271
3968,Environment,110.245556,314.5644388,503.740081,No,248.4155403,13.0,665.2572089
3969,Healthcare,29.68559746,283.5137614,500.6889983,No,259.0503643,12.0,642.2684964
3970,Healthcare,83.06592872,387.5580673,403.7941934,No,175.1878252,11.0,593.7658180999998
3971,Education,214.1619995,687.4711351,646.4328812000001,No,238.1196855,11.0,489.3712921
3972,Healthcare,169.01310759999996,300.063399,,No,261.1496059,10.0,664.0097907
3973,Financial,77.56298031,358.1796916,397.8459493,No,179.6184224,11.0,458.5955591
3974,Financial,42.6533891,277.621132,527.0408383,No,260.9105249,11.0,633.7562489000002
3975,Environment,323.1890837,335.762397,370.773747,No,212.9556878,8.0,540.9476528
3976,Healthcare,52.49714878,671.9723448,659.2965738,No,,9.0,478.87855819999993
3977,Military,248.1402746,368.0607377,478.79422360000007,Maybe,136.765122,6.0,529.1040326
3978,Foreign_Affairs,31.21889075,442.7394945,515.4168562,Maybe,142.3453473,8.0,370.5946178
3979,,455.2212274,599.0296282,559.1320635,Yes,117.3968838,16.0,521.876017
3980,Social,13.64492019,273.71860289999995,514.2178414,No,265.48994730000004,12.0,638.1285429999998
3981,Financial,75.00213413,483.7796614,385.0437375,No,126.8245533,9.0,551.0531647
3982,Financial,485.3016806,392.5350366,674.1704478999999,Yes,222.2605307,9.0,586.6930231
3983,Foreign_Affairs,152.11642769999997,547.1106847,478.09865539999987,Maybe,90.69882154,7.0,425.65492130000007
3984,Financial,126.5253295,451.6729328,451.7093623,No,117.3080816,8.0,404.6391334
3985,Financial,133.1313645,357.4651984,355.9871582,No,202.9117987,11.0,510.83188610000013
3986,Military,296.7642515,453.6678201,,Maybe,170.82399119999997,9.0,372.2548585
3987,Foreign_Affairs,87.22176941,460.29700650000007,428.2631854,Maybe,146.2984278,10.0,378.8359305
3988,Other,108.4730708,,434.227183,Maybe,139.10146630000003,9.0,565.3567055999998
3989,Education,188.3211736,383.5232444,440.2927203,No,144.0910819,13.0,560.2531829
3990,Healthcare,586.29415,752.2011144999999,327.48679889999994,Yes,554.1015022,14.0,37.76383954
3991,Financial,25.0337599,313.1127613999999,333.97619439999994,No,252.1457496,12.0,467.0343352
3992,Healthcare,31.13286715,573.6052396000001,496.5899218,No,106.1809101,8.0,576.4527681
3993,Other,53.08376687,450.0389681,380.4587631,Maybe,137.1058423,9.0,544.8530931
3994,Environment,-44.20477433,74.20141656,,Yes,498.1614889,15.0,687.5587417
3995,Foreign_Affairs,77.90354140000002,529.5869226,506.958813,Maybe,89.07804776,8.0,416.2677629
3996,Social,409.898291,514.2817828999998,509.59196900000006,Yes,25.25652304,,481.5090086
3997,Social,138.90042319999998,296.4704919,498.8005637,No,269.79702860000003,12.0,677.1009241
3998,Social,127.2559068,330.42574019999995,384.0889224,No,223.11530980000003,7.0,412.8814948
3999,Social,87.93817516,687.1739772000002,652.4086687999999,No,241.55193230000003,6.0,490.7893589
4000,Healthcare,326.514709,318.85816960000005,396.0392841,No,223.5438181,9.0,579.6972109000002
4001,Education,269.0039861,,646.9582009,No,221.5344163,9.0,470.7781128
4002,Financial,22.48427534,421.0063675,424.8778887,No,109.2153447,9.0,506.6832582
4003,Financial,22.10067353,509.9389571,456.7090745,No,60.10822289,6.0,459.5017117
4004,Environment,22.69030714,394.5662674,387.9333008,No,,13.0,482.9145535
4005,Financial,134.3114379,369.3421728,355.9926212,No,196.0649795,12.0,525.1372878999998
4006,Military,6.118891132999999,426.4850742,348.6584893000001,Maybe,198.9998106,5.0,393.73510710000005
4007,Education,229.0075651,435.0127051,456.8772385,No,78.01809172,12.0,498.0247598
4008,Social,362.4090782,109.2750549,347.8393765,Yes,427.5516289,13.0,416.4442861
4009,Environment,116.2407337,556.4965129999998,526.2389061000001,No,64.76833242,8.0,517.7369871000002
4010,Financial,67.68179834,296.6434015000001,364.3451377,No,278.0376695,5.0,367.5281243
4011,Social,404.4774844,627.722854,115.2587147,Yes,405.4585128,11.0,507.590883
4012,Social,2.251024229,252.6435069,528.0629673000002,Yes,269.4665828,9.0,603.1478282
4013,Other,65.64394281,338.6085111,396.6846508,Maybe,201.4268347,11.0,437.9395806
4014,Healthcare,204.6744842,280.8808614,514.0084412,No,276.49322060000003,13.0,668.0448385
4015,Healthcare,231.4563844,480.23280030000006,417.6664871,No,90.75887738,14.0,467.3254795
4016,Education,100.1659137,322.9867637,354.4368611,No,249.084626,11.0,402.42522
4017,Financial,392.9425303,139.2682144,576.6963753,Yes,402.4049648,9.0,339.0031039
4018,Foreign_Affairs,254.7477352,462.24570430000006,381.1883246,Maybe,155.6916705,6.0,406.7353486
4019,Education,28.18550533,732.1004102,653.7457982000002,No,279.3605697,9.0,476.8924909
4020,Education,339.5462502,279.64773130000003,530.1262538,Yes,278.9986428,,668.4563122999998
4021,Social,86.87951321,295.5335039,524.3030385,No,239.0817799,9.0,621.5027233
4022,Social,81.33456091,484.05996330000005,462.7373079,No,57.89805242,6.0,458.65279360000005
4023,Education,279.9268985,424.1233341,399.0015631,No,127.1586115,13.0,485.4617812
4024,Social,58.41066505,363.9025514,394.5706744,No,181.5760947,7.0,442.2763485
4025,Education,13.14549447,730.0161607000001,650.7183238,No,275.0010914,9.0,498.5327152
4026,Social,583.9790088999998,525.4604174,347.0734411,Yes,205.513066,11.0,634.9105445
4027,Healthcare,42.80224325,724.3778492,675.280845,No,284.9563361,7.0,511.4594783
4028,Environment,441.549722,180.5918874,417.8197602,Yes,362.0427684,11.0,649.3312826
4029,Social,,285.0912643000001,510.7093263,No,258.7029505,12.0,643.6202015
4030,Healthcare,250.2107394,395.6829122,409.8215937,No,155.6832454,10.0,427.7291681
4031,Social,140.3536801,411.8041705,402.4930336,No,137.17629130000003,10.0,539.1308326000002
4032,Healthcare,44.235895,690.3783741000002,640.6793786000002,No,236.80555530000004,9.0,493.4993741
4033,Environment,102.2724153,244.8254661,499.9638359,No,293.4804267,11.0,644.9714345
4034,Financial,136.29172519999997,479.9686671,455.2249948,No,54.66701769,9.0,475.8664666
4035,Healthcare,41.89015895,742.3191287000002,662.4187168999998,No,292.6515433,9.0,523.3778971
4036,Education,281.467514,522.9473603,453.8074036,No,54.47598688,,482.4701443
4037,Social,164.79378730000005,506.6421007,471.69672520000006,No,56.09822855,7.0,452.0227306
