,Vote
5797,5
5798,5
5799,4
5800,8
5801,7
5802,4
5803,11
5804,5
5805,8
5806,8
5807,8
5808,7
5809,7
5810,3
5811,8
5812,5
5813,8
5814,5
5815,5
5816,5
5817,5
5818,5
5819,8
5820,8
5821,2
5822,8
5823,9
5824,7
5825,1
5826,5
5827,8
5828,9
5829,4
5830,6
5831,9
5832,8
5833,8
5834,4
5835,11
5836,5
5837,5
5838,1
5839,5
5840,1
5841,5
5842,7
5843,10
5844,5
5845,9
5846,8
5847,7
5848,7
5849,8
5850,8
5851,2
5852,11
5853,1
5854,2
5855,10
5856,1
5857,10
5858,7
5859,8
5860,8
5861,8
5862,1
5863,4
5864,8
5865,6
5866,5
5867,10
5868,6
5869,5
5870,7
5871,5
5872,8
5873,5
5874,11
5875,4
5876,9
5877,10
5878,10
5879,8
5880,9
5881,10
5882,5
5883,8
5884,7
5885,10
5886,4
5887,4
5888,9
5889,9
5890,7
5891,8
5892,5
5893,5
5894,9
5895,8
5896,9
5897,8
5898,5
5899,9
5900,3
5901,9
5902,7
5903,1
5904,8
5905,8
5906,10
5907,5
5908,11
5909,8
5910,7
5911,8
5912,1
5913,8
5914,5
5915,10
5916,10
5917,5
5918,7
5919,4
5920,9
5921,11
5922,1
5923,1
5924,8
5925,10
5926,8
5927,8
5928,3
5929,10
5930,8
5931,9
5932,5
5933,9
5934,10
5935,5
5936,7
5937,4
5938,8
5939,10
5940,2
5941,2
5942,4
5943,5
5944,4
5945,2
5946,1
5947,2
5948,3
5949,1
5950,7
5951,9
5952,7
5953,5
5954,10
5955,8
5956,7
5957,10
5958,7
5959,8
5960,5
5961,9
5962,10
5963,8
5964,5
5965,10
5966,8
5967,8
5968,7
5969,5
5970,7
5971,7
5972,10
5973,8
5974,8
5975,7
5976,5
5977,5
5978,8
5979,3
5980,9
5981,8
5982,8
5983,8
5984,11
5985,5
5986,4
5987,2
5988,8
5989,7
5990,7
5991,7
5992,10
5993,9
5994,11
5995,11
5996,5
5997,4
5998,5
5999,9
6000,7
6001,8
6002,8
6003,5
6004,5
6005,8
6006,11
6007,8
6008,7
6009,9
6010,5
6011,2
6012,10
6013,7
6014,8
6015,7
6016,8
6017,5
6018,1
6019,8
6020,5
6021,6
6022,7
6023,7
6024,1
6025,8
6026,2
6027,5
6028,6
6029,7
6030,8
6031,5
6032,1
6033,11
6034,7
6035,5
6036,5
6037,2
6038,8
6039,8
6040,10
6041,4
6042,1
6043,5
6044,9
6045,10
6046,10
6047,10
6048,9
6049,8
6050,8
6051,8
6052,1
6053,4
6054,1
6055,3
6056,11
6057,11
6058,5
6059,8
6060,5
6061,8
6062,2
6063,8
6064,7
6065,8
6066,8
6067,5
6068,8
6069,10
6070,11
6071,10
6072,3
6073,8
6074,6
6075,9
6076,8
6077,4
6078,8
6079,8
6080,9
6081,8
6082,5
6083,7
6084,4
6085,8
6086,5
6087,5
6088,11
6089,1
6090,9
6091,2
6092,5
6093,8
6094,8
6095,7
6096,5
6097,9
6098,10
6099,10
6100,3
6101,4
6102,5
6103,8
6104,11
6105,10
6106,10
6107,1
6108,9
6109,5
6110,8
6111,1
6112,8
6113,7
6114,11
6115,5
6116,10
6117,1
6118,6
6119,8
6120,4
6121,8
6122,6
6123,9
6124,5
6125,11
6126,8
6127,4
6128,8
6129,8
6130,2
6131,8
6132,1
6133,2
6134,11
6135,1
6136,5
6137,5
6138,7
6139,6
6140,10
6141,10
6142,10
6143,3
6144,1
6145,8
6146,5
6147,3
6148,7
6149,7
6150,3
6151,7
6152,5
6153,8
6154,7
6155,11
6156,9
6157,7
6158,10
6159,8
6160,7
6161,8
6162,8
6163,8
6164,5
6165,9
6166,6
6167,8
6168,8
6169,1
6170,8
6171,11
6172,5
6173,9
6174,8
6175,5
6176,5
6177,9
6178,7
6179,5
6180,1
6181,10
6182,8
6183,8
6184,10
6185,11
6186,3
6187,8
6188,8
6189,9
6190,4
6191,7
6192,5
6193,11
6194,8
6195,9
6196,2
6197,10
6198,10
6199,5
6200,8
6201,8
6202,9
6203,5
6204,11
6205,8
6206,3
6207,1
6208,5
6209,8
6210,4
6211,8
6212,8
6213,11
6214,1
6215,2
6216,6
6217,9
6218,7
6219,5
6220,8
6221,8
6222,8
6223,1
6224,7
6225,4
6226,8
6227,8
6228,8
6229,4
6230,7
6231,8
6232,10
6233,1
6234,10
6235,5
6236,7
6237,9
6238,10
6239,5
6240,9
6241,5
6242,8
6243,10
6244,8
6245,2
6246,9
6247,5
6248,8
6249,9
6250,6
6251,5
6252,6
6253,8
6254,5
6255,8
6256,11
6257,8
6258,4
6259,2
6260,7
6261,5
6262,2
6263,5
6264,8
6265,7
6266,9
6267,4
6268,10
6269,5
6270,9
6271,8
6272,8
6273,9
6274,3
6275,1
6276,10
6277,8
6278,8
6279,8
6280,7
6281,8
6282,5
6283,5
6284,6
6285,10
6286,6
6287,9
6288,10
6289,9
6290,1
6291,2
6292,1
6293,2
6294,9
6295,9
6296,8
6297,5
6298,5
6299,11
6300,7
6301,6
6302,8
6303,5
6304,11
6305,2
6306,8
6307,11
6308,9
6309,8
6310,2
6311,10
6312,8
6313,8
6314,10
6315,7
6316,6
6317,10
6318,8
6319,4
6320,1
6321,8
6322,10
6323,6
6324,3
6325,8
6326,4
6327,7
6328,8
6329,4
6330,8
6331,8
6332,8
6333,8
6334,1
6335,5
6336,8
6337,9
6338,3
6339,1
6340,8
6341,4
6342,9
6343,9
6344,1
6345,8
6346,10
6347,5
6348,10
6349,8
6350,1
6351,5
6352,8
6353,10
6354,10
6355,9
6356,8
6357,2
6358,8
6359,1
6360,4
6361,11
6362,5
6363,8
6364,10
6365,8
6366,5
6367,1
6368,7
6369,2
6370,8
6371,1
6372,8
6373,9
6374,5
6375,8
6376,5
6377,7
6378,8
6379,10
6380,8
6381,5
6382,9
6383,8
6384,2
6385,8
6386,5
6387,10
6388,5
6389,1
6390,5
6391,2
6392,7
6393,1
6394,2
6395,9
6396,7
6397,4
6398,8
6399,5
6400,8
6401,2
6402,7
6403,6
6404,8
6405,7
6406,8
6407,5
6408,1
6409,8
6410,5
6411,8
6412,8
6413,1
6414,11
6415,7
6416,2
6417,3
6418,1
6419,8
6420,5
6421,1
6422,5
6423,9
6424,8
6425,4
6426,7
6427,8
6428,8
6429,9
6430,5
6431,11
6432,6
6433,1
6434,7
6435,11
6436,10
6437,11
6438,7
6439,10
6440,8
6441,9
6442,7
6443,5
6444,10
6445,9
6446,2
6447,7
6448,7
6449,8
6450,6
6451,10
6452,6
6453,2
6454,5
6455,2
6456,7
6457,8
6458,5
6459,10
6460,3
6461,8
6462,8
6463,8
6464,1
6465,10
6466,8
6467,8
6468,8
6469,5
6470,5
6471,5
6472,7
6473,9
6474,11
6475,8
6476,7
6477,10
6478,7
6479,8
6480,5
6481,7
6482,3
6483,5
6484,10
6485,1
6486,8
6487,8
6488,8
6489,7
6490,1
6491,3
6492,8
6493,8
6494,8
6495,4
6496,5
6497,5
6498,10
6499,5
6500,8
6501,6
6502,10
6503,3
6504,11
6505,7
6506,8
6507,9
6508,8
6509,7
6510,10
6511,5
6512,8
6513,10
6514,5
6515,5
6516,4
6517,5
6518,3
6519,10
6520,5
6521,5
6522,4
6523,10
6524,8
6525,4
6526,9
6527,7
6528,11
6529,7
6530,6
6531,10
6532,4
6533,2
6534,7
6535,5
6536,5
6537,10
6538,5
6539,8
6540,5
6541,5
6542,9
6543,1
6544,8
6545,8
6546,8
6547,4
6548,8
6549,8
6550,8
6551,10
6552,5
6553,10
6554,5
6555,8
6556,9
6557,8
6558,8
6559,2
6560,1
6561,4
6562,8
6563,4
6564,8
6565,7
6566,8
6567,8
6568,9
6569,10
6570,5
6571,5
6572,5
6573,8
6574,8
6575,7
6576,5
6577,4
6578,5
6579,10
6580,8
6581,11
6582,3
6583,10
6584,2
6585,5
6586,4
6587,8
6588,7
6589,6
6590,8
6591,8
6592,8
6593,4
6594,8
6595,6
6596,9
6597,5
6598,8
6599,8
6600,9
6601,5
6602,9
6603,2
6604,8
6605,4
6606,9
6607,7
6608,8
6609,8
6610,8
6611,9
6612,8
6613,4
6614,10
6615,10
6616,6
6617,6
6618,4
6619,9
6620,7
6621,3
6622,8
6623,4
6624,5
6625,3
6626,8
6627,9
6628,10
6629,8
6630,9
6631,11
6632,11
6633,8
6634,5
6635,7
6636,2
6637,1
6638,10
6639,1
6640,11
6641,5
6642,8
6643,5
6644,5
6645,1
6646,8
6647,3
6648,8
6649,8
6650,5
6651,7
6652,11
6653,8
6654,10
6655,10
6656,8
6657,5
6658,8
6659,5
6660,3
6661,1
6662,7
6663,7
6664,10
6665,4
6666,7
6667,8
6668,10
6669,5
6670,7
6671,8
6672,10
6673,7
6674,8
6675,1
6676,10
6677,5
6678,8
6679,11
6680,10
6681,7
6682,8
6683,11
6684,5
6685,11
6686,5
6687,1
6688,10
6689,1
6690,8
6691,5
6692,2
6693,2
6694,4
6695,10
6696,9
6697,10
6698,8
6699,11
6700,8
6701,10
6702,8
6703,8
6704,8
6705,11
6706,8
6707,2
6708,10
6709,5
6710,9
6711,5
6712,1
6713,5
6714,2
6715,5
6716,11
6717,5
6718,10
6719,5
6720,5
6721,10
6722,5
6723,10
6724,8
6725,8
6726,10
6727,7
6728,1
6729,7
6730,5
6731,2
6732,3
6733,9
6734,5
6735,8
6736,2
6737,3
6738,8
6739,8
6740,8
6741,9
6742,5
6743,9
6744,8
6745,8
6746,2
6747,5
6748,11
6749,8
6750,8
6751,8
6752,2
6753,8
6754,9
6755,5
6756,8
6757,8
6758,11
6759,11
6760,8
6761,11
6762,8
6763,7
6764,1
6765,2
6766,1
6767,10
6768,10
6769,8
6770,5
6771,5
6772,6
6773,10
6774,2
6775,5
6776,10
6777,8
6778,5
6779,7
6780,8
6781,8
6782,8
6783,10
6784,5
6785,5
6786,3
6787,8
6788,10
6789,2
6790,5
6791,1
6792,2
6793,8
6794,9
6795,1
6796,7
6797,9
6798,11
6799,8
6800,8
6801,10
6802,11
6803,5
6804,5
6805,8
6806,11
6807,5
6808,8
6809,9
6810,1
6811,8
6812,10
6813,8
6814,4
6815,2
6816,10
6817,7
6818,5
6819,5
6820,10
6821,7
6822,9
6823,1
6824,4
6825,2
6826,4
6827,8
6828,5
6829,11
6830,2
6831,1
6832,8
6833,8
6834,8
6835,5
6836,10
6837,7
6838,2
6839,3
6840,7
6841,8
6842,5
6843,8
6844,5
6845,6
6846,8
6847,5
6848,8
6849,7
6850,8
6851,8
6852,10
6853,8
6854,5
6855,8
6856,5
6857,5
6858,8
6859,5
6860,6
6861,9
6862,9
6863,9
6864,5
6865,8
6866,6
6867,5
6868,6
6869,11
6870,10
6871,4
6872,5
6873,7
6874,1
6875,9
6876,5
6877,10
6878,10
6879,5
6880,5
6881,7
6882,10
6883,7
6884,8
6885,9
6886,10
6887,9
6888,8
6889,8
6890,5
6891,3
6892,7
6893,8
6894,7
6895,3
6896,5
6897,8
6898,5
6899,4
6900,8
6901,5
6902,5
6903,8
6904,9
6905,9
6906,5
6907,8
6908,9
6909,10
6910,1
6911,7
6912,9
6913,7
6914,5
6915,5
6916,6
6917,5
6918,10
6919,7
6920,9
6921,8
6922,5
6923,8
6924,8
6925,6
6926,9
6927,8
6928,8
6929,10
6930,1
6931,8
6932,10
6933,1
6934,10
6935,7
6936,1
6937,10
6938,5
6939,5
6940,5
6941,4
6942,9
6943,9
6944,7
6945,11
6946,7
6947,4
6948,4
6949,5
6950,11
6951,1
6952,7
6953,5
6954,6
6955,7
6956,8
6957,9
6958,2
6959,8
6960,7
6961,9
6962,8
6963,5
6964,10
6965,8
6966,5
6967,8
6968,8
6969,5
6970,8
6971,8
6972,7
6973,7
6974,5
6975,5
6976,8
6977,9
6978,8
6979,5
6980,3
6981,5
6982,8
6983,8
6984,8
6985,7
6986,9
6987,8
6988,10
6989,7
6990,5
6991,8
6992,8
6993,10
6994,8
6995,8
6996,1
6997,7
6998,5
