,Occupation_Satisfaction,Avg_monthly_expense_when_under_age_21,AVG_lottary_expanses,Most_Important_Issue,Avg_Satisfaction_with_previous_vote,Looking_at_poles_results,Garden_sqr_meter_per_person_in_residancy_area,Married,Gender,Voting_Time,Financial_balance_score_(0-1),%Of_Household_Income,Avg_government_satisfaction,Avg_education_importance,Avg_environmental_importance,Avg_Residancy_Altitude,Yearly_ExpensesK,%Time_invested_in_work,Yearly_IncomeK,Avg_monthly_expense_on_pets_or_plants,Avg_monthly_household_cost,Will_vote_only_large_party,Phone_minutes_10_years,Avg_size_per_room,Weighted_education_rank,%_satisfaction_financial_policy,Avg_monthly_income_all_years,Last_school_grades,Age_group,Number_of_differnt_parties_voted_for,Political_interest_Total_Score,Number_of_valued_Kneset_members,Main_transportation,Occupation,Overall_happiness_score,Num_of_kids_born_last_10_years,Financial_agenda_matters
436,7.0,109.5842506,11140.65069,Financial,36.52808353,No,304.98864480000003,Yes,Male,By_16:00,0.916159432,0.075307507,2.238726884,1.151541949,8.122412253,7.797594448,4124.0,24.41786539,539.1711246,4128.228697,63117.69945,No,93018.07342999999,23.22005867,245.2343136,73.71335665,1380.82897,60.0,30-45,1.0,837.4746705,12.0,Car,Public_Sector,643.4435877000001,,No
4053,6.0,245.59715490000002,35148.041619999996,Military,81.86571829,No,429.3377296,Yes,Female,After_16:00,0.700944232,0.86392322,9.963148555,3.798311998,8.736785888,0.5888250070000001,9000.0,33.11360867,517.6157042,5328.608704,57691.803889999996,Maybe,184330.88600000003,22.75116929,131.4221099,80.81570647,6793.861548999999,30.0,30-45,1.0,704.0880404,7.0,Foot_or_bicycle,Student_or_Unemployed,390.6002675,0.0,Yes
5871,3.0,347.345349,35275.40443,Financial,115.781783,No,304.67145619999997,Yes,Female,By_16:00,0.275079301,0.6603549879999999,6.509804527999999,3.3345267639999996,4.901671698,3.656019229,8239.0,25.93818379,548.3070277,4143.328617,65420.478110000004,No,92824.69623,23.41595669,292.30129639999996,13.85086167,13531.20306,60.0,45_and_up,2.0,879.9543649,9.0,Public_or_other,Services_or_Retail,712.0217888,0.0,No
1551,2.0,455.1267573,,Social,151.70891909999997,No,298.93593860000004,Yes,Female,After_16:00,0.324399467,0.9254825329999999,7.1322734489999995,4.580840832,9.083642154,6.637040037,5809.0,4.997532628,312.77799100000004,3614.915368,42056.1787,No,89362.69541,17.68553055,275.4361887,30.38488005,23177.30506,,30-45,1.0,571.2204915,7.0,Motorcycle_or_truck,Services_or_Retail,519.6534115000001,0.0,Yes
4954,6.0,225.0064024,36284.50705,Financial,75.00213413,No,483.7796614,Yes,Female,After_16:00,0.130771578,0.36314204899999997,7.248605713,1.421619423,6.44300737,1.1755553890000001,9812.0,90.13341395,385.0437375,5607.884089,51701.97603,No,234042.7608,19.62253137,126.8245533,95.85913592,5710.322258,60.0,30-45,,670.4439122,9.0,Public_or_other,Student_or_Unemployed,551.0531647,0.0,Yes
8510,1.0,1688.54095,93600.77522000001,Financial,562.8469832999999,Yes,166.29879519999997,Yes,Male,After_16:00,0.207673517,0.46714449399999997,8.704595601,9.027570988999999,0.40925251799999995,0.477737319,4148.0,76.52439848,123.3488452,1909.685643,14597.49931,Yes,27655.2893,11.10625253,653.7177682,74.29111465,317369.5736,60.0,30-45,4.0,169.00280039999998,12.0,Public_or_other,Hightech,82.71792036,0.0,No
7742,6.0,81.03588242,8072.168925,Healthcare,27.01196081,No,298.8368369,Yes,Female,By_16:00,0.992551438,0.185093438,1.640802145,1.5651561390000002,,6.121420634,4835.0,39.91489212,370.33560710000006,3729.0395829999998,43434.4234,No,89303.45506000001,19.24410578,267.9772194,43.23010962,766.6579875,80.0,45_and_up,1.0,552.9106998,8.0,Car,Services_or_Retail,379.4499394,1.0,Yes
1847,7.0,1080.571923,165032.0431,Healthcare,360.19064110000005,Yes,458.1797091,Yes,Male,By_16:00,0.755572151,0.002233638,5.53817624,8.213639979,6.966980599999999,4.793181587,7244.0,73.3168731,453.4902938999999,5488.777679,53934.86589,Yes,209928.6458,21.29531155,94.63423072,92.58882024,130107.4885,80.0,Below_30,2.0,668.4502643,14.0,Motorcycle_or_truck,Hightech,428.9820577,0.0,No
9899,9.0,702.6112113,83970.95557,Education,234.20373709999998,No,358.53806860000003,Yes,Male,By_16:00,0.633012797,0.7152234190000001,3.853322365,1.761843625,3.998617411,4.099467548,7116.0,66.73212112,,4413.40022,51368.36306,No,128549.5467,20.34722995,167.9597244,95.24766833,55095.59421,100.0,45_and_up,2.0,672.6459568,12.0,Foot_or_bicycle,Industry_or_other,528.3667196,3.0,No
8522,3.0,219.75221549999998,30119.788139999997,Foreign_Affairs,73.25073851,No,411.1875013,Yes,Male,After_16:00,0.626103421,0.670433018,6.287551306,4.619901103,1.406240414,8.7008312,9338.0,45.367005299999995,479.38416090000004,5070.643335,53801.873170000006,Maybe,169075.1612,21.89484325,160.5355634,51.03355015,5448.921431000001,40.0,Below_30,2.0,656.4982509,6.0,Public_or_other,Hightech,367.86751210000006,0.0,No
6728,10.0,-130.54560959999998,-8403.829362,Social,-43.51520319,Yes,193.123983,Yes,Female,After_16:00,0.114628867,0.835109013,2.896039553,9.686144367,8.845427781,3.682525936,,22.01096232,219.93475099999998,2371.109332,35850.18118,Yes,37296.87282,14.83019727,442.04202999999995,25.30403812,1860.0577050000002,70.0,Below_30,2.0,542.7383131,9.0,Motorcycle_or_truck,Services_or_Retail,650.9692778,0.0,Yes
5925,3.0,217.58174350000002,25886.12406,Environment,72.52724783,No,356.9158467,Yes,Female,After_16:00,0.736871453,0.559361181,6.40798796,5.804106612000001,1.6660922980000001,6.596326029,3501.0,92.6736657,381.4487324,4332.055931,45865.21889,No,127388.9216,19.53071254,209.354327,62.47364325,5342.728925,90.0,Below_30,1.0,580.7726374,8.0,Foot_or_bicycle,Hightech,403.5543872,2.0,No
6151,8.0,1574.942511,187226.4501,Healthcare,524.9808369,Yes,356.6348273,Yes,Male,After_16:00,0.579536265,0.058583353,5.672968099999999,0.261543065,3.671984985,9.766517899,5612.0,21.38130537,193.9347369,3954.2177469999997,35358.13929,Yes,127188.4001,13.92604527,352.2233102,58.27273841,276139.8599,80.0,45_and_up,4.0,,13.0,Public_or_other,Public_Sector,599.1551423999999,1.0,No
5931,7.0,873.625593,109213.7274,Other,291.208531,No,375.0361537,Yes,Female,After_16:00,0.134279975,0.781212102,8.286063527,1.1667161640000001,6.654954175,6.49048046,5371.0,51.18461507,419.2297161,4588.820968999999,50846.99794,Maybe,140652.1166,20.47509991,150.82280459999998,8.057005866,85103.61706,50.0,Below_30,1.0,652.4844041,8.0,Public_or_other,Industry_or_other,475.34808839999994,0.0,Yes
3787,6.0,1065.520438,31111.010789999997,Environment,355.17347939999996,Yes,87.59384523,Yes,Male,By_16:00,0.737967267,0.371430004,8.183076351,8.931345448,4.0914129610000005,8.392207359,5967.0,67.30102852,691.5764263,2259.091305,69191.90368999999,Yes,7672.681723000001,26.29784072,456.32584840000004,17.60487079,126513.37400000001,90.0,30-45,1.0,900.2367381000001,13.0,Public_or_other,Services_or_Retail,538.1171399,0.0,No
2578,9.0,,292588.4687,Healthcare,492.9284478999999,Yes,593.5718863,No,Female,By_16:00,0.5846381620000001,0.111811399,5.4461012779999995,8.249278108,9.596416657,1.453893706,5567.0,23.05584955,624.5670200000001,7184.852903,68424.89356,Yes,352327.5842,24.9913389,206.8970424,0.7969809459999999,243481.3832,80.0,45_and_up,2.0,803.3981564,11.0,Motorcycle_or_truck,Industry_or_other,363.86129960000005,1.0,No
2157,4.0,701.0990462999999,,Environment,233.6996821,No,690.109191,No,Female,By_16:00,0.741371873,0.597239781,2.9170811039999998,1.767844439,8.619432242,0.661776369,4482.0,45.68610857,642.5444635,8186.180837000001,73878.30847,No,476250.6956,25.34846077,239.88329900000002,6.240460579,54859.241089999996,90.0,30-45,1.0,880.842135,10.0,Car,Public_Sector,467.0823976,0.0,Yes
4125,8.0,115.3732544,19147.34618,Financial,,No,497.8800228,Yes,Female,By_16:00,0.05615084,0.862791121,4.6018653060000005,6.754708472000001,3.892776417,5.838137097000001,4305.0,69.54839204,462.6972751,,56573.78962,No,247884.5171,21.51039923,41.32208063,31.35626873,1527.4564,60.0,45_and_up,4.0,707.3904895,6.0,Car,Industry_or_other,482.34987930000005,1.0,Yes
2169,9.0,63.77988709,6596.675993,Healthcare,21.25996236,No,310.28634389999996,Yes,Male,After_16:00,0.40633697399999996,0.012639793,5.290793215,8.367767402,5.799998108,7.909944819,5302.0,78.32059008,387.42243210000004,3877.7083030000003,49761.49562,No,96277.61522,19.68304936,237.0070095,11.78741255,483.245962,80.0,45_and_up,1.0,673.0312841,7.0,Motorcycle_or_truck,Hightech,,0.0,Yes
4968,5.0,462.72498269999994,64939.2578,Financial,154.24166090000003,No,421.022812,Yes,Male,By_16:00,0.795032141,0.34195529999999996,5.09568915,8.954947274,5.040592428,8.409103274,8770.0,37.68150925,495.87440599999996,5201.976932,59003.19927999999,No,,22.268237600000003,84.36767868,53.66556256,23954.73162,60.0,45_and_up,1.0,753.0818336,11.0,Motorcycle_or_truck,Hightech,529.385174,1.0,Yes
9674,3.0,951.9400429,152553.5228,Financial,317.31334760000004,No,480.76617000000005,Yes,Female,After_16:00,0.903823582,0.9732203840000001,0.035139147999999995,6.781864995,3.7874691819999997,5.601278967000001,9636.0,91.06411349,464.4687194,5736.5991380000005,55900.10196,No,231136.1102,21.55153636,57.17396742,9.183554398,101015.0739,60.0,Below_30,2.0,695.8719322000001,6.0,Foot_or_bicycle,Public_Sector,459.54693539999994,0.0,No
2209,7.0,-94.81151077,-9077.447027,Environment,-31.60383692,Yes,287.2261064,Yes,Female,After_16:00,0.560547012,0.565001025,9.332015845,5.141494458,8.737412968,0.52207157,5604.0,17.87533036,325.3964091,3523.053883,38065.559989999994,Yes,82498.83622000001,18.03874744,333.9355687,99.99943958,977.1986713,90.0,45_and_up,3.0,477.0359757,13.0,Foot_or_bicycle,Industry_or_other,310.91319369999997,0.0,Yes
6335,10.0,687.5640755,83636.70225,Education,229.1880252,No,364.9261439,Yes,Female,After_16:00,0.09557037199999999,0.113302754,3.327851878,5.608409171,8.678471509,9.265452499999999,7723.0,87.73656094,389.7087712,4428.678981,51101.0493,No,133171.0905,,199.3253896,,52766.338910000006,100.0,45_and_up,3.0,685.5044901,9.0,Motorcycle_or_truck,Public_Sector,596.5479632,1.0,Yes
8539,6.0,1174.358522,212304.6324,Financial,391.45284080000005,Yes,542.3504705,No,Female,By_16:00,0.07170306,0.23295486,1.767484457,6.2213509160000005,8.532399067,7.894787476,9289.0,98.94901467,635.4016962000001,6694.3080979999995,75517.97989,Yes,294144.0329,25.20717549,223.29180330000003,94.20037279,153636.7794,,45_and_up,3.0,962.3114908,8.0,Car,Student_or_Unemployed,672.4298342000001,0.0,Yes
5955,1.0,825.3022296,100748.1587,Financial,275.1007432,No,366.2227791,Yes,Female,By_16:00,0.42271114,0.86728666,6.433141984,5.582408083,6.155116549,4.20068498,7674.0,24.12081442,395.1500972,4452.527985,47614.41454,No,134119.1239,19.87838266,185.75330369999998,36.10227599,75965.51966,60.0,30-45,1.0,604.7925723,,Motorcycle_or_truck,Student_or_Unemployed,425.07041389999995,0.0,No
564,4.0,-156.00477969999997,-38698.08659,Financial,-52.00159324,Yes,744.1711721,No,Male,After_16:00,0.8533821109999999,0.78973307,1.6109292119999998,4.049855506,4.681003965,8.913979011,5568.0,96.39757234,629.8751223999999,8701.461965999999,77039.40885,Yes,553790.7334,25.09731305,297.1322558,7.814781182000001,2662.1641059999997,60.0,45_and_up,3.0,945.6197086000001,8.0,Motorcycle_or_truck,Hightech,608.6299624,0.0,No
3371,5.0,663.4537283,111897.7594,Other,221.15124280000003,No,505.9784335,No,Male,After_16:00,0.072162851,0.408165715,2.657137546,1.1388784859999999,3.067735496,2.15760251,7275.0,46.50749729,428.5305558,5916.845447,53958.993270000006,Maybe,256014.1752,20.70097958,74.06217075,57.31816117,49139.02342,50.0,45_and_up,4.0,677.0343748,7.0,Public_or_other,Services_or_Retail,481.5180626,1.0,Yes
744,2.0,1102.572793,162769.8621,Environment,367.5242643,Yes,442.881948,Yes,Female,By_16:00,0.180515552,0.42538765,8.159420739,6.248323354,6.342081726,1.157197291,6567.0,5.577189475,611.5728747,5651.965229,57092.60627999999,Yes,196144.4199,24.72999949,488.62072300000005,10.01257731,135451.6091,90.0,30-45,2.0,608.5686339,14.0,Motorcycle_or_truck,Services_or_Retail,27.72970376,0.0,Yes
2376,8.0,170.15919730000002,18707.6223,Financial,56.71973244,No,329.8256444,Yes,Female,After_16:00,0.24620981,0.604546179,6.682427692999999,8.414442983999999,4.016452678,3.056022734,8491.0,95.17194098,334.2578228,3966.772089,45753.38359,No,108784.9557,18.28271924,251.5852559,43.43210873,3283.84778,60.0,Below_30,2.0,625.2433399,5.0,Car,Student_or_Unemployed,582.85747,1.0,No
3453,1.0,230.7558278,31282.10732,Environment,76.91860928,No,406.6910155,Yes,Female,By_16:00,0.017152793,0.788428195,7.961199113999999,5.23668281,7.869735782,2.533438185,7969.0,23.66722203,342.32871810000006,4751.567591,44915.7965,No,165397.5821,,,96.28316071,6003.391063,90.0,Below_30,2.0,579.5421606000001,15.0,Public_or_other,Services_or_Retail,461.5544255,0.0,No
1590,1.0,629.3184062000001,105324.6898,Other,209.77280209999998,No,502.08934960000005,No,Female,After_16:00,0.516565091,0.988838233,1.041386782,6.117652445,4.083466667,6.9754488089999995,3517.0,21.11242278,334.3945603,5689.682617,46382.80884,Maybe,252093.715,18.28645839,166.5487435,85.90423448,44224.4013,50.0,45_and_up,1.0,592.3754539,11.0,Foot_or_bicycle,Hightech,482.4228295,1.0,Yes
5085,6.0,214.87302749999998,30332.50805,Social,71.62434251,No,423.4944012,Yes,Female,By_16:00,0.150610727,0.599098117,1.947229335,8.221018638,2.965764485,6.760945727999999,8184.0,59.44364208,442.7820823,5120.508177000001,53939.15509,No,179347.5079,21.04238775,95.86540545,3.246863559,5211.670783,70.0,Below_30,2.0,686.8790464,10.0,Motorcycle_or_truck,Hightech,492.0514643,3.0,Yes
3522,1.0,1584.996029,256142.18300000002,Financial,528.3320095,Yes,484.8129176,Yes,Female,By_16:00,0.538511524,0.9217278390000001,7.305838896,0.212809506,5.219495385,1.57026476,7558.0,58.01587517,482.6572132,5813.443603,57294.51195,Yes,235043.5651,21.96946092,51.52635499,78.81221329,279673.0443,60.0,30-45,2.0,709.8318118,9.0,Foot_or_bicycle,Hightech,453.9180563,0.0,Yes
7472,2.0,184.1246562,17012.0819,Education,61.37488539,No,277.1831147,Yes,Male,After_16:00,0.98684302,0.597621261,0.902177973,8.787199659,0.425387258,0.5873569820000001,9971.0,64.63764426,518.9449635999999,3809.721075,61342.65639,No,76830.4791,22.78036355,273.3298039,5.311902356,3838.251442,100.0,45_and_up,1.0,823.3545688999999,12.0,Car,Hightech,657.1715803999999,1.0,No
5957,9.0,96.67134371,15365.26326,Healthcare,32.22378124,No,476.8299271000001,Yes,Male,After_16:00,0.440221525,0.139165153,0.335302537,7.660409797000001,7.492837249,8.625317416,3884.0,29.23277617,539.1976029,5846.694477,62737.73082999999,No,227366.7794,23.22062882,45.53391567,90.34838139,1080.595858,80.0,45_and_up,3.0,782.8698317000001,13.0,Foot_or_bicycle,Industry_or_other,499.8179928,1.0,Yes
1642,3.0,923.8261082,129539.0194,Education,307.9420361,No,,Yes,Female,By_16:00,0.9536302590000001,0.233941068,4.355339876,3.1120629560000004,0.14781245699999998,2.217420095,3377.0,,390.2491482,4987.102275,49035.37002,No,176955.1703,19.7547247,140.2159703,85.22894094,95146.2396,100.0,30-45,2.0,625.1209557999999,15.0,Foot_or_bicycle,Services_or_Retail,463.6613653,0.0,Yes
9805,9.0,-26.38597202,-1213.187132,Environment,-8.795324006,Yes,137.9354679,Yes,Male,After_16:00,0.948709512,0.631273138,0.3684834,8.229384117,1.761359537,1.217743228,8954.0,64.75366855,300.58146969999996,1980.5176190000002,39888.852510000004,Yes,19026.19331,17.33728553,422.37484169999993,79.36100762,78.56240037,90.0,30-45,2.0,577.7393039,15.0,Public_or_other,,586.8448687999999,0.0,Yes
8524,5.0,869.7352502999998,138956.1116,Financial,289.9117501,No,479.3048629,Yes,Male,After_16:00,0.42386106,0.084843352,0.40147318299999996,8.990351376,8.837187416,8.322149189,8773.0,78.97919137,438.19333960000006,5669.435309,54126.01006,No,229733.1516,,69.85058193,3.592452686,84348.73459,60.0,Below_30,2.0,679.7471054,6.0,Public_or_other,Student_or_Unemployed,474.8852268,0.0,No
7920,1.0,58.352112600000005,6687.980765,Environment,19.450704199999997,No,343.8426032,Yes,Male,After_16:00,0.830382395,0.8227589940000001,5.452779337999999,2.383668451,6.579917997999999,7.159842182999999,8960.0,90.22648979,,4132.944347,42477.8115,No,118227.7357,18.63489087,246.9258415,20.33575592,407.780598,90.0,30-45,3.0,539.3469506,,Foot_or_bicycle,Public_Sector,384.85889649999996,0.0,Yes
4556,1.0,1339.8303779999999,198708.0608,Financial,446.6101261,Yes,444.925113,Yes,Female,After_16:00,0.886153055,0.316785938,1.628272859,8.973096013,1.888479777,1.804788294,8451.0,39.12750126,493.16189,5435.57491,56597.836760000006,Yes,197958.3561,22.20724859,100.20087290000001,36.60086817,199917.2148,60.0,30-45,3.0,696.6242698,,Public_or_other,Student_or_Unemployed,416.572115,0.0,Yes
4227,6.0,838.4052393999999,132703.2824,Healthcare,279.4684131,No,474.84179309999996,,Female,By_16:00,0.48146584299999995,0.46323529399999996,4.340594339,2.6516548330000003,5.99599381,0.5326652829999999,3927.0,1.4283600730000001,446.604693,5641.627317,54605.18952000001,No,,21.13302375,66.32035693,99.79891612,78392.06235,80.0,Below_30,0.0,684.3089159,9.0,Motorcycle_or_truck,Hightech,469.7610258,1.0,No
1709,10.0,219.3055551,22819.04004,Financial,73.10185168,No,312.1540633,Yes,Male,After_16:00,0.12435041,0.239359035,7.145249582999999,0.075897505,2.67723531,7.093951195,9937.0,64.22754866,352.5679389,3826.676511,43012.737839999994,No,97440.15925,18.77679256,254.1231526,63.89478031,5426.9825710000005,60.0,30-45,0.0,555.0631526000001,6.0,Foot_or_bicycle,Services_or_Retail,413.0732025,0.0,Yes
4794,4.0,2277.5811949999998,400781.33,Environment,759.1937316000001,Yes,527.9038975999999,No,Male,After_16:00,0.940311852,0.350535428,6.82868405,0.275306022,2.45383492,7.136138242,4061.0,17.92262003,473.23173310000004,6225.502442,58200.95505,Yes,278682.5251,21.75389007,39.09066661,11.32195515,577144.3159,90.0,Below_30,,725.8304743,13.0,Public_or_other,Student_or_Unemployed,494.26304960000004,0.0,Yes
5586,2.0,612.7851937999999,67019.21182000001,Social,204.2617313,No,328.10459110000005,,Male,By_16:00,0.634541911,0.43285018,0.5138673,8.123996157999999,3.7238913680000003,4.7496397,9908.0,82.80358829,494.85373830000003,4270.753388,60363.2674,No,107652.6227,22.24530823,235.4023011,55.31610022,41937.11659,70.0,45_and_up,4.0,808.5525253999999,12.0,Motorcycle_or_truck,Student_or_Unemployed,660.7474036,0.0,Yes
3262,6.0,44.12751371,7254.4902950000005,Education,14.70917124,No,493.19503990000004,Yes,Male,After_16:00,0.932554529,0.859673425,2.879628518,8.070312982999999,8.991729598,9.515739116,4100.0,36.03833807,430.7539378000001,5793.458275,55008.83264,No,243241.3474,20.75461245,75.33447687,96.55794718,241.0688897,100.0,30-45,1.0,701.4372205,16.0,Car,Industry_or_other,528.8783448,0.0,No
5164,3.0,303.45970980000004,,Military,101.15323659999999,No,483.4347182,Yes,Female,By_16:00,0.294041286,0.9213667459999999,7.800343891,4.3482715469999995,2.608738136,8.545466678,6966.0,22.25662924,383.0260041,5600.3991909999995,47905.44187,Maybe,233709.1268,19.57105015,159.2194472,43.50278357,10343.130509999999,30.0,45_and_up,2.0,589.696687,5.0,Motorcycle_or_truck,Services_or_Retail,,5.0,Yes
610,4.0,251.0169713,24647.63521,Education,83.67232378,No,294.573332,Yes,Female,After_16:00,0.527014821,0.485304109,1.001979639,0.11603171699999999,1.902167194,3.477893015,8270.0,9.753731056,386.8426414,3719.418602,45054.8655,No,86773.44791,19.66831567,256.7018238,7.841901621,7094.730090999999,100.0,Below_30,2.0,575.4354397000001,10.0,Motorcycle_or_truck,Industry_or_other,395.6394585,1.0,Yes
559,9.0,417.4780065,56482.94964,Education,139.1593355,No,405.8868881,Yes,Female,After_16:00,0.826403682,0.36961037799999996,1.7506818290000001,3.774096868,2.760679433,2.237198106,4257.0,73.17018844,415.1490432,4889.166967,52098.7149,No,164744.1659,,128.4708975,86.2078141,19514.48,100.0,Below_30,2.0,674.8035742999999,14.0,Foot_or_bicycle,Hightech,521.1614933000001,0.0,Yes
3857,4.0,1526.114788,69721.73178999999,Education,508.70492930000006,Yes,137.05731509999998,Yes,Male,After_16:00,0.509119652,0.662676753,5.946727984,1.942302578,8.092953737,8.279357227,6926.0,19.75388569,227.9556719,1826.484495,26668.67357,Yes,18784.70763,15.09820095,510.6980995,52.68020658,259299.41,100.0,45_and_up,1.0,351.5233462,16.0,Motorcycle_or_truck,Hightech,265.31502,0.0,No
7717,10.0,123.48049740000002,12176.82765,Environment,41.16016579,No,295.840102,Yes,Male,After_16:00,0.157556648,0.45174813799999997,9.72042009,1.598157524,5.964423427000001,7.076796859,8972.0,,528.8105382,4016.022097,61565.512670000004,No,87521.36596,22.9958809,237.9375913,66.54547614,1745.319414,90.0,30-45,3.0,814.891492,13.0,Motorcycle_or_truck,Services_or_Retail,618.7559947999999,0.0,Yes
1656,8.0,1529.545643,,Education,509.8485477,Yes,227.5546214,Yes,Male,By_16:00,0.758926098,0.678088569,2.167662289,5.175730938,7.125307232999999,2.791922332,5390.0,67.93985702,150.26693980000002,2576.080094,21676.37554,Yes,51781.10573,12.25834164,508.17984529999995,58.36655805,260465.3901,100.0,30-45,1.0,283.7911816,13.0,Public_or_other,Hightech,251.5909474,0.0,No
3643,9.0,312.6567579,39683.1438,Foreign_Affairs,104.2189193,No,380.7671781,Yes,Female,After_16:00,0.47091196799999996,0.06862291400000001,0.632704238,7.935658386,9.973680538,5.371836054,7342.0,50.36181856,448.13565769999997,4703.943097,50919.3788,Maybe,144983.6439,21.16921486,181.256302,32.85564436,10975.80206,40.0,Below_30,2.0,628.257161,9.0,Motorcycle_or_truck,Industry_or_other,373.7167026,1.0,Yes
8061,2.0,1024.60426,162745.2315,Education,341.53475330000003,No,476.5114821,Yes,Male,By_16:00,,0.391541618,5.7001037939999994,3.945793826,0.663862093,4.843303584,7969.0,38.11883887,469.79118939999995,5704.6972,56778.34314,No,,21.674667000000003,42.13479154,55.42998496,116997.5225,100.0,30-45,0.0,711.6448012,16.0,Car,Services_or_Retail,482.36316510000006,0.0,Yes
4830,3.0,1050.375455,202821.443,Environment,350.12515160000004,Yes,579.2826994,No,Female,After_16:00,0.293633751,0.678345835,0.486802787,,4.84389029,1.4333018380000002,9067.0,79.89120737,316.1128129,6425.05262,49090.8755,Yes,335568.4458,17.77956166,226.9022253,39.78058829,122947.7469,90.0,Below_30,3.0,645.7785968,13.0,Public_or_other,Student_or_Unemployed,606.6975906,0.0,No
7496,2.0,1008.3423359999999,162093.2031,Education,336.1141121,No,482.2564636,Yes,Male,After_16:00,0.5755428920000001,0.164499964,3.034576527,4.625402791,4.34418729,8.899480405,6238.0,81.02842476,423.2656937,5669.096024,54695.86041,No,232571.2967,20.57342202,92.97064208,46.12364753,113318.8104,100.0,45_and_up,0.0,703.8657496000001,12.0,Foot_or_bicycle,Public_Sector,549.4019579,1.0,No
9979,6.0,64.01389927,8002.547056999999,Healthcare,21.33796642,No,375.037944,Yes,Female,After_16:00,0.042287625,0.24118656100000002,3.04666956,8.052121755,4.393653916,1.054272007,3345.0,68.96902148,405.55756319999995,4561.494567,47784.10508,No,140653.4595,20.1384598,191.5560994,58.24038617,486.64677750000004,80.0,,1.0,597.3720137,12.0,Public_or_other,Services_or_Retail,389.7328248,1.0,Yes
3815,4.0,382.1759895,36700.943,Education,127.3919965,No,288.09457430000003,Yes,Female,By_16:00,0.09792896300000001,0.896780102,8.962711323999999,9.267873957,8.667535381,7.705106558,8710.0,24.56951207,286.4526971,3453.8511369999997,40094.13483,No,82998.48375,16.924913500000002,302.7496865,83.69256514,16366.112769999998,100.0,45_and_up,2.0,553.5801739,10.0,Public_or_other,Services_or_Retail,533.9265780000001,0.0,No
2015,10.0,82.31793736,11479.08317,Healthcare,27.43931245,No,418.34441680000003,Yes,Female,After_16:00,0.708409835,0.013168837,3.820270046,2.975146945,3.288976522,5.15345138,9138.0,62.88158209,414.11069689999994,5011.665562,49858.66571,No,175012.051,20.34971,144.0154028,44.39856901,790.3551804,,Below_30,3.0,623.6200444,11.0,Public_or_other,Public_Sector,418.171951,2.0,No
7990,,807.4508187999999,86522.47871,Financial,269.1502729,No,321.46532030000003,Yes,Male,,0.976745931,0.360559247,7.941018917999999,4.349200258,6.82851027,,8501.0,2.027742774,387.8748023,3990.402808,45857.93516,No,103339.9522,19.69453737,230.38923140000003,24.40442033,72721.0197,60.0,45_and_up,2.0,584.7782136,5.0,Car,Student_or_Unemployed,407.0887189,0.0,Yes
1345,2.0,123.8157562,15701.3773,Social,41.27191875,No,380.4372993,Yes,Female,By_16:00,0.404405498,0.369343052,6.6895456289999995,9.170414174,1.8866177419999999,4.443358248,6155.0,49.44843783,411.9836482,,50130.6763,No,144732.5387,20.29738033,152.4408859,42.17751189,1754.643196,70.0,Below_30,4.0,641.5366297999999,9.0,Car,Industry_or_other,465.415233,0.0,No
1856,8.0,211.66435040000002,28426.737960000002,Healthcare,70.55478347,No,402.9030572,Yes,Female,By_16:00,0.632948469,0.04284314400000001,8.15105655,6.330362975,6.865068448,9.157397893999999,3355.0,45.82067281,427.2850391,4883.60065,53925.76401,No,162330.8735,20.67087417,135.59732649999998,37.19032423,5058.532254,80.0,Below_30,0.0,705.1426868,10.0,Car,Public_Sector,560.5916917999999,0.0,No
6444,6.0,107.4197226,10673.45096,Financial,35.80657419,No,298.0863487,Yes,Male,After_16:00,0.34026505100000004,0.33614749299999996,8.707318625,2.396111379,9.480759857999999,0.26256504,8644.0,80.64943992,306.75727620000004,3594.37804,42402.32445,No,88855.47129,17.51448761,285.0938461,33.08798026,1327.91733,60.0,45_and_up,3.0,584.026584,7.0,Foot_or_bicycle,Services_or_Retail,556.2728013,1.0,No
324,10.0,828.7445142000001,82782.38449,Environment,276.2481714,No,299.66672389999997,Yes,Male,After_16:00,0.36716016700000004,0.428241741,0.956952723,8.562929353,1.756172588,7.5664314489999995,4746.0,25.60619055,532.1952491000001,4061.0577369999996,63221.010429999995,No,89800.1454,23.06935736,268.687079,90.7700415,76599.30036000001,90.0,30-45,2.0,847.0088357000001,13.0,Public_or_other,Student_or_Unemployed,676.1328783,0.0,Yes
1563,7.0,810.0544452,108546.8442,Environment,270.0181484,No,401.99832799999996,Yes,Female,By_16:00,0.656957817,0.9835387329999999,2.1276674840000003,9.226723542,4.942328576,1.1430473559999998,5988.0,7.633169997,406.2993956,4832.582071,52101.76354,No,161602.6557,20.15686969,146.2996487,2.580995578,73189.81862,90.0,Below_30,2.0,683.3440783,11.0,Car,Student_or_Unemployed,554.9495789,0.0,Yes
894,3.0,259.6949753,32945.25316,Military,86.56499177,No,380.58402689999997,Yes,Male,After_16:00,0.658329494,0.307114386,0.534761979,5.212899493,8.542021607999999,7.138593576,4659.0,5.310493661000001,355.7488673,4517.338004,45535.35233,Maybe,144844.2015,18.86130609,191.26172769999997,63.48112619,7590.062793000001,30.0,45_and_up,0.0,588.787046,9.0,Public_or_other,Public_Sector,461.1093256,0.0,Yes
